_id,WeekNumber,WeekPace,AcademicSupport,ConceptMastering,instructorEngagement,instructorClarity,instructorknowledgeable,submittedDate,universityId,class._id
cxzS6yJcBkNLRZTTx,19,5,4,2,4,5,4,2017-04-06T04:00:00.000Z,rhvWsCs6E9RPWbm8b,3T3Hut6ZD4AYKutf2
AkgEtbFj8vgFxr9Gr,19,4,4,2,5,5,5,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
HG38pfd9mzAr4ESic,3,4,4,3,5,4,5,2017-04-06T04:00:00.000Z,rhvWsCs6E9RPWbm8b,3T3Hut6ZD4AYKutf2
QJztpcQWaes9c3Pf4,3,5,5,5,5,5,5,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
Bn9pzNNMZhoT7RtuX,3,3,3,3,3,3,3,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
YEG5keGjtMok3rdy4,11,4,4,4,4,4,4,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
Xi34EGwC9zjB49Z9g,3,3,4,3,4,4,4,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
xaTPTySKwPD5Eoh8G,10,3,5,5,5,5,5,2017-04-06T04:00:00.000Z,rhvWsCs6E9RPWbm8b,3T3Hut6ZD4AYKutf2
fYNqeDQg38X9bfnha,3,4,5,4,4,5,5,2017-04-06T04:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
wW8WuQnw6eN9LtX4N,11,3,5,5,5,5,5,2017-04-06T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
vrXHhkEdQ4WC3cEYA,11,5,5,4,5,5,5,2017-04-06T04:00:00.000Z,rhvWsCs6E9RPWbm8b,3T3Hut6ZD4AYKutf2
ERv7QmruLwYAKSc6p,3,4,4,2,3,4,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
Bc9Ev2Gv6qvFsJsKH,3,4,4,3,5,5,4,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
6enH6GaJYZnLeP5YY,3,3,5,3,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
vCCxwDrh7XZXhcG7Q,4,4,3,4,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
ijtfF2dL5mfWDXQRM,3,4,5,3,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
hGJ35EWRPJszYzPcC,10,3,5,3,5,4,4,2017-04-06T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
i7Kx8JB3csbdLrS86,3,4,4,3,4,4,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
oPPjGX9qsJxZtZZxj,11,3,5,4,4,4,4,2017-04-06T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
ZYKfSDzNRoHY4s3ZS,3,5,5,3,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
ixdkDpegrHwo4qt7S,3,3,5,4,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
pkAPnX4N5dEYXj6AB,3,3,5,5,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
jTiyWQau4kYzmfueC,11,2,4,4,3,4,4,2017-04-06T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
hedsARsxebqFFPGTx,3,5,5,5,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
kPbaoMY56QrWRnt9y,3,4,5,4,5,5,5,2017-04-07T05:00:00.000Z,re2oaamkCc36r9Wqt,8RPS4de2S3t2T3YCM
L46HKjbmjccpspFfc,3,3,5,4,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
tNEktZEgRRLuWwxXE,3,5,3,4,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
isZrTHqRXpfd5b3qG,3,5,5,4,4,4,4,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
JopD7bytMydExhY82,3,5,4,3,4,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
N6iWepXEFZa75KpKE,3,4,4,2,4,4,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
a2JSN4szyTqTMERsG,3,4,4,3,4,4,4,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,umhEJTscTTm833LK5
P5C9vyXCkySGih4zs,10,5,5,5,5,5,5,2017-04-06T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
jkPaaqwXuA2RKpsC5,10,4,5,4,5,5,5,2017-04-07T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
HhCQ54uezLjb4oDNh,11,4,5,4,4,4,5,2017-04-07T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
nrpw9xZdLcrnrf3iA,18,3,5,4,5,5,5,2017-04-07T07:00:00.000Z,DG4v4MSWn8dwonGHW,MxkgMG7oqkNTmLXz7
wBQnZvrrAJiY9vE9Z,10,3,5,5,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
h66JCRnN7LfvyYxsP,10,3,5,4,5,4,5,2017-04-07T04:00:00.000Z,KMwMAyary53yPideb,3aYKXEGGTn4J8dfb8
LW6GocGrNRNakiRjQ,10,5,4,3,1,1,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
aNrSf6eKDJq6QEhqi,7,4,5,4,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
gjboXg5MTie3vCovC,10,3,3,3,4,4,5,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
Qo2Rpq3JKGKqxNorn,10,4,4,4,4,4,4,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
juSusLjxt6ww5zzCk,15,3,5,5,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
MMgFzBPgYvsZiWQYh,10,3,5,5,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
yyi3Pk8RXdfnSz7MT,11,3,4,3,4,4,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
CMwjci5MXAR3KaXuo,11,4,5,4,5,5,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
dqLyAEcsonAWYXgBv,10,4,4,2,3,3,3,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
HoXadR57TW6DFhQRj,11,4,3,2,3,2,3,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
zXupWDeegfuguKb6Z,10,4,5,3,5,5,5,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,crE3zWfPpWE4DY6ME
po7NaRSrHzaat2EYc,10,4,5,4,5,5,4,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
usAxQGvCa9oNRy4rh,10,3,4,3,3,3,3,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
wDEgePsQt23ur9Lqm,11,5,1,2,3,3,3,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,XQr6wB2fZcFxHqErs
CLLQnggnMmzMBEdzw,18,5,5,3,4,5,5,2017-04-07T04:00:00.000Z,ggea8dRMH5T7RTjCu,fKuRkaapzScHBx629
9Su29nGjpwM57vgRo,10,3,5,4,5,5,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
3BZ5aRokXnS7TeZqi,10,4,4,4,4,5,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
yqTyHsHx67ujEP6XD,10,3,4,4,4,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
WW9drRdeQWGb7K6Ms,10,4,5,5,5,4,5,2017-04-07T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
u6GqKjostdt9K5Yno,10,3,4,4,5,5,5,2017-04-07T05:00:00.000Z,re2oaamkCc36r9Wqt,tcHfaWNJv4NwsovFb
TPqggFZ4w3ahRPRj2,10,3,2,3,3,3,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
jNc96TzrZc8fHgWTi,10,3,5,3,5,4,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
FTLtGtAWLPxghAfYf,10,1,3,5,3,4,5,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
aGfT92ZLDwusfYC2v,10,4,4,4,4,4,4,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
nb7MPxv3QjsCZWibn,10,3,4,4,4,4,4,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
NDtBwxDoNxrJLwALq,10,5,5,3,3,3,4,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
9cXwwYeAWzbdd6gj3,10,3,3,4,4,4,4,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
hFgrPGMboGEv4dswB,10,4,4,4,4,4,4,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
ZmKYhzx8LwGPdqyLy,10,3,5,5,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
7dczG8NSD84BwkPtz,19,4,4,4,4,4,4,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
dMNDyAvbNtdy3gfkL,10,5,5,5,5,5,5,2017-04-07T04:00:00.000Z,rhvWsCs6E9RPWbm8b,3T3Hut6ZD4AYKutf2
3wQsYfxM6ghxTPxhT,10,4,5,3,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
cuXp93ta7EdHpX9js,10,3,5,5,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
go63WfLSzC3x4YAqS,5,3,5,3,5,4,5,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,XQr6wB2fZcFxHqErs
HBrBrY8a6wWXxvCLE,10,4,4,5,4,4,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
dR7YGoYPeGTuxJ7GC,10,4,5,3,5,5,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
aeodwikGQQ7eijNem,10,4,4,4,5,4,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
od39cdkF7RPKkAibS,10,3,3,4,4,4,4,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
6Az5acK3Z3ssA4ds7,10,3,4,3,5,4,5,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
De4stE3FnrgpbqnWE,10,4,5,4,5,5,5,2017-04-07T04:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
m7bbSbCnBJ88ECzDW,3,4,4,4,4,4,4,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
PpApwazJ7n2cyD3Eo,4,4,4,4,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
oB2RR4f6jcRWbEB34,3,3,3,4,3,3,3,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
dAMME45X3kQhcHoiC,10,2,5,4,5,5,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
ccbaNhpSKpjYvJpXW,11,4,4,2,3,2,4,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
rgnoA8fuLrwfLPvBS,10,3,4,4,4,4,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
K53LcYTExXQna7uoq,10,5,5,4,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
He4jcCwX6A6vodk9T,10,2,4,4,4,4,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
2Y2Ra2yMLz6syaAQ5,10,3,4,5,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
HcABDLqxzF9j7MLQ6,10,4,5,5,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
yrKEvwEbRNCJJoTHX,11,3,4,4,2,3,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
pbju6t3Zx5eiQvLjR,10,4,5,4,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
LxjkdJKE33JgsSxPw,10,4,4,5,5,4,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
qSofFXL7vwuedtrY4,11,5,5,3,2,3,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
ArfhhDHHaJspM4AtJ,11,2,5,5,4,4,4,2017-04-07T04:00:00.000Z,KMwMAyary53yPideb,TSMsoAFJu9CeoojCb
xjuGm5r7KqXC4zgaT,10,3,5,3,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
mR44otKWGtJqSP8pX,10,4,5,5,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
KWySRpFwNEsXEXsFn,11,5,5,5,5,4,5,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,XQr6wB2fZcFxHqErs
wtuNhC4LWFYi5Km62,10,4,4,4,4,4,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
fBpSMtjRF9DxxkaA4,10,3,5,4,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
5XgJMNGo3xmhAk4Ng,10,5,5,4,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
hhLcj4BCnGeK6CrMT,11,4,5,4,4,4,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
YvbSyhZYWEu6f3vGZ,11,2,2,2,2,2,2,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
8uk5xjpqB339q8o2c,10,5,5,5,5,5,5,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
LdgzTsiaCiD9cycGg,10,4,4,3,4,4,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
NvC97TSQxTCzqqmCq,10,5,4,4,5,5,4,2017-04-07T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
g5kKJfery4QcucdMP,10,4,4,4,4,4,4,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
3XRrhfAAt9rBjvZwM,10,3,5,4,5,4,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
xcfGtzXwEqQ63p3bM,10,3,4,4,4,4,4,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,crE3zWfPpWE4DY6ME
wL8orf5hdvvYyX8Dj,11,3,5,5,5,5,5,2017-04-08T04:00:00.000Z,KMwMAyary53yPideb,TSMsoAFJu9CeoojCb
WxdX59BbXn8hoKh4i,10,4,4,4,3,4,4,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,crE3zWfPpWE4DY6ME
cb9p8XL3YSD6aQE6k,10,5,5,5,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
oFHp4TRnvenj25h8s,11,4,3,3,4,3,4,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
fW2B7CGRTZGGPpcqQ,10,3,3,3,4,4,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
jjh5eu8GbroSAYXt7,10,4,4,3,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
7sgfBnsxGTr3vc23K,11,5,3,2,3,3,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
BMPHMFwvazp4WLCFb,11,3,3,3,2,3,3,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
5n4vPG5z8rhncWBkG,11,3,5,3,3,3,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
QABi8TcFbnipa3nEX,11,3,4,4,3,5,5,2017-04-07T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
ZXkcyCNvXgPk4faFz,10,4,5,4,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
8FgZrgtXbztTi8Lug,10,5,5,4,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
CRNPvSB6RgiKteByy,11,3,3,4,4,4,5,2017-04-08T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
vgqhrE9GvxLGdi4dP,10,4,4,4,4,4,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
QBPoARsSCtfG669KT,11,5,4,3,4,4,4,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
M3nGYijrkgK2n6bY2,10,4,5,4,5,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
dSoW8Jajw3b4d9ih9,10,5,5,5,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
3FTYKgNJyqu6XJJMc,10,4,2,2,2,3,4,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
YLZ8j686BncbkTwee,8,5,3,1,5,3,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
4DBKybDKejzsehTkf,10,4,5,4,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
jvkibEj7JQ5A2muHN,10,5,5,5,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
rR2fv8bBg4vxYzb2y,10,4,5,4,4,4,4,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
G7winFhGwoAiFZmYm,10,3,4,2,4,4,4,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
mLaem3khx2bdw2A6S,10,3,5,3,4,5,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
AFGMtGb3ak2DJTKbE,10,3,5,4,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
pHGQyATagpu6ppPG2,10,4,5,4,4,4,4,2017-04-07T07:00:00.000Z,o79K2J8BQfTCc2AXR,crE3zWfPpWE4DY6ME
B5bir5YxymZFj5imK,10,5,5,5,5,5,5,2017-04-07T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
mLwnJriLPXMoWH7HJ,10,3,4,4,4,4,5,2017-04-07T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
5j8oaxTm9CuNzsAzi,10,5,5,5,5,5,5,2017-04-08T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
q27LwEoPyPZjQLbzP,10,3,4,4,5,5,5,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
rGL4fncoar7eicHSY,11,5,5,4,5,5,5,2017-04-08T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
gQSYpo3skKuuaLu2Z,10,1,3,4,3,3,3,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
BmhjqbqcQdBGg6yo5,10,2,3,4,3,3,3,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
APKFBHqMJavzuDMf3,10,3,4,3,3,2,5,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
oYF6zWmxLpZoA5vwF,11,4,4,3,3,3,4,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
QGF6s7xKkoHcz3mj4,10,4,4,3,4,3,5,2017-04-08T07:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
gDN77DbDXaLyxLHoF,14,4,3,2,5,5,5,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
NaSDSoS83LKFf5Hq5,10,5,5,3,5,5,5,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
JGZ85mZ6NbQM6p8YA,10,5,5,5,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
2SEnuiqywTZFoGs7D,10,4,4,4,5,5,5,2017-04-08T04:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
49xZBYp6egFmNgR6c,10,4,4,2,5,4,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
FxXjpNmNEwwPhPdPR,10,4,5,4,5,4,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
tdvXSiyRhfKB23wRy,10,3,3,3,3,4,4,2017-04-08T07:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
PLfHgsMKRvDpXaHA8,10,5,5,5,5,5,5,2017-04-08T07:00:00.000Z,o79K2J8BQfTCc2AXR,XQr6wB2fZcFxHqErs
fpTWjXwPBsTh4hB5e,10,5,5,3,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
KTmDgKepgbxsoz8Rn,10,3,4,4,4,4,4,2017-04-08T04:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
BBeDj7hoF97D6pqgi,7,5,5,2,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,9eC77TBRujTmx7TnA
QS36Zrt6n8DKyrJyk,7,3,5,4,4,4,4,2017-04-08T04:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
PF535zeydDquY686z,10,3,4,2,3,4,4,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
AEMqJRdXTzT8uS5vn,8,4,5,5,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
hETFSLoNfMYfbW73e,11,4,5,3,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
fHycHQeAx2Hre3Kpg,11,3,3,3,4,3,4,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,2orJdCkNhXvzwA7SR
4BeX3WajMNvrgcoyG,11,3,4,3,3,4,4,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
gfNwQp7RrCQF7HNQ7,7,3,3,3,3,3,3,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
DDmKc5tYGqWpZdSek,11,4,4,3,4,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
AyNHczh6PLQ3Jen9X,11,3,4,3,5,5,5,2017-04-08T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
tAQgKG4MJYZqYkgiH,11,4,5,3,4,3,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
qb7Qw9Pnz2kgNrR7m,11,5,5,5,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
dFvMFRhW8YR6v56wC,11,3,3,3,3,3,3,2017-04-08T07:00:00.000Z,wEYz76ngTMEsrQtm2,NY9J2DyASStRZ638y
onFNFGk88LrH5fi2R,11,3,4,3,3,3,4,2017-04-08T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
Ta9adkpCoyKZyE5zg,11,3,5,5,5,5,5,2017-04-08T04:00:00.000Z,8cwYYc5m87jzXPXKc,xHx5PRAtTzy2rYBvB
z5rZXyHRFu5tRLeYE,7,3,5,4,5,5,5,2017-04-08T05:00:00.000Z,FyrZcXJXRpFbPhAfz,imNCvNqBY2MRvF4Kw
