SubmissionID,FeedbackTypeID,UserID,SectionID,ClassWeek,HowWasClassThisWeek,InstructorEngagement,SubmittedDate,NewLearningAchieved,HoursSpentOutsideOfClass,PaceOfClassThisWeek,AcademicSupport,MasteredConceptsCovered,CreatedDate,CreatedBy,UpdatedDate,UpdatedBy,InstructionsClarity,InstructorKnowledge
4068,2,2691,26,4,4,4,"May 29 2017 01:57:22:497AM",4,7,3,3,2,"May 29 2017 01:57:22:497AM",mt_user,"May 29 2017 01:57:22:497AM",mt_user,4,5
4069,2,4007,31,5,4,5,"May 29 2017 02:12:10:180AM",3,16,3,5,3,"May 29 2017 02:12:10:180AM",mt_user,"May 29 2017 02:12:10:180AM",mt_user,5,5
4070,2,698,35,4,3,5,"May 29 2017 02:26:41:393AM",3,12,2,4,3,"May 29 2017 02:26:41:393AM",mt_user,"May 29 2017 02:26:41:393AM",mt_user,4,5
4071,2,2536,168,3,3,3,"May 29 2017 02:28:04:663AM",3,25,3,3,3,"May 29 2017 02:28:04:663AM",mt_user,"May 29 2017 02:28:04:663AM",mt_user,3,5
4072,2,419,15,7,4,5,"May 29 2017 02:28:49:060AM",5,15,5,5,2,"May 29 2017 02:28:49:060AM",mt_user,"May 29 2017 02:28:49:060AM",mt_user,4,5
4073,2,4233,32,3,4,4,"May 29 2017 02:35:16:133AM",5,8,3,5,2,"May 29 2017 02:35:16:133AM",mt_user,"May 29 2017 02:35:16:133AM",mt_user,4,4
4074,2,580,23,7,5,5,"May 29 2017 02:51:02:073AM",2,10,5,5,5,"May 29 2017 02:51:02:073AM",mt_user,"May 29 2017 02:51:02:073AM",mt_user,5,5
4075,2,605,24,6,5,4,"May 29 2017 03:10:05:190AM",5,10,4,5,5,"May 29 2017 03:10:05:190AM",mt_user,"May 29 2017 03:10:05:190AM",mt_user,5,5
4076,2,598,24,6,5,5,"May 29 2017 03:10:38:710AM",5,13,5,5,5,"May 29 2017 03:10:38:710AM",mt_user,"May 29 2017 03:10:38:710AM",mt_user,5,5
4077,2,459,16,7,4,4,"May 29 2017 03:27:23:397AM",3,15,4,4,4,"May 29 2017 03:27:23:397AM",mt_user,"May 29 2017 03:27:23:397AM",mt_user,4,5
4078,2,2884,31,5,5,5,"May 29 2017 03:30:09:920AM",5,20,5,5,5,"May 29 2017 03:30:09:920AM",mt_user,"May 29 2017 03:30:09:920AM",mt_user,5,5
4079,2,446,16,7,4,4,"May 29 2017 03:42:04:300AM",4,14,4,4,4,"May 29 2017 03:42:04:300AM",mt_user,"May 29 2017 03:42:04:300AM",mt_user,4,4
4080,2,4173,31,5,4,4,"May 29 2017 03:42:10:330AM",5,12,3,3,3,"May 29 2017 03:42:10:330AM",mt_user,"May 29 2017 03:42:10:330AM",mt_user,4,5
4081,2,461,16,7,5,5,"May 29 2017 03:43:23:200AM",4,19,5,5,4,"May 29 2017 03:43:23:200AM",mt_user,"May 29 2017 03:43:23:200AM",mt_user,5,5
4082,2,1405,24,6,5,5,"May 29 2017 04:02:15:683AM",4,22,5,5,3,"May 29 2017 04:02:15:683AM",mt_user,"May 29 2017 04:02:15:683AM",mt_user,5,5
4083,2,455,16,7,3,3,"May 29 2017 04:02:34:153AM",3,12,3,4,3,"May 29 2017 04:02:34:153AM",mt_user,"May 29 2017 04:02:34:153AM",mt_user,3,3
4084,2,346,7,9,4,5,"May 29 2017 05:00:07:783AM",2,8,5,5,3,"May 29 2017 05:00:07:783AM",mt_user,"May 29 2017 05:00:07:783AM",mt_user,5,5
4085,2,454,16,7,5,5,"May 29 2017 05:02:58:557AM",5,17,4,5,3,"May 29 2017 05:02:58:557AM",mt_user,"May 29 2017 05:02:58:557AM",mt_user,5,5
4086,2,2888,24,6,5,5,"May 29 2017 05:05:14:890AM",5,15,5,5,5,"May 29 2017 05:05:14:890AM",mt_user,"May 29 2017 05:05:14:890AM",mt_user,5,5
4087,2,449,16,7,4,4,"May 29 2017 05:05:52:560AM",4,8,3,4,4,"May 29 2017 05:05:52:560AM",mt_user,"May 29 2017 05:05:52:560AM",mt_user,4,5
4088,2,453,16,7,4,4,"May 29 2017 05:11:41:533AM",4,25,3,3,3,"May 29 2017 05:11:41:533AM",mt_user,"May 29 2017 05:11:41:533AM",mt_user,4,5
4089,2,207,8,9,3,4,"May 29 2017 05:19:20:030AM",2,25,3,3,3,"May 29 2017 05:19:20:030AM",mt_user,"May 29 2017 05:19:20:030AM",mt_user,4,4
4090,2,609,24,6,5,5,"May 29 2017 05:23:16:330AM",5,10,2,5,5,"May 29 2017 05:23:16:330AM",mt_user,"May 29 2017 05:23:16:330AM",mt_user,5,5
4091,2,319,13,9,5,5,"May 29 2017 05:25:09:357AM",5,40,5,5,5,"May 29 2017 05:25:09:357AM",mt_user,"May 29 2017 05:25:09:357AM",mt_user,5,5
4092,2,4169,34,4,5,5,"May 29 2017 06:12:46:287AM",5,35,5,5,5,"May 29 2017 06:12:46:287AM",mt_user,"May 29 2017 06:12:46:287AM",mt_user,5,5
4093,2,995,32,3,2,3,"May 29 2017 07:28:17:137AM",3,20,4,5,2,"May 29 2017 07:28:17:137AM",mt_user,"May 29 2017 07:28:17:137AM",mt_user,5,3
4094,2,1023,6,9,5,5,"May 29 2017 09:11:17:370AM",5,18,5,5,5,"May 29 2017 09:11:17:370AM",mt_user,"May 29 2017 09:11:17:370AM",mt_user,5,5
4095,2,217,8,9,5,5,"May 29 2017 09:32:10:897AM",5,60,5,5,5,"May 29 2017 09:32:10:897AM",mt_user,"May 29 2017 09:32:10:897AM",mt_user,5,5
4096,2,1369,31,5,5,2,"May 29 2017 09:59:16:807AM",5,20,5,5,1,"May 29 2017 09:59:16:807AM",mt_user,"May 29 2017 09:59:16:807AM",mt_user,4,2
4097,2,4354,166,3,4,5,"May 29 2017 12:36:58:293PM",4,49,5,5,3,"May 29 2017 12:36:58:293PM",mt_user,"May 29 2017 12:36:58:293PM",mt_user,5,5
4098,2,1344,31,5,5,4,"May 29 2017 01:28:25:190PM",5,15,4,5,2,"May 29 2017 01:28:25:190PM",mt_user,"May 29 2017 01:28:25:190PM",mt_user,5,5
4099,2,322,13,9,4,5,"May 29 2017 01:33:28:830PM",3,35,4,5,4,"May 29 2017 01:33:28:830PM",mt_user,"May 29 2017 01:33:28:830PM",mt_user,5,5
4100,2,4267,32,3,4,4,"May 29 2017 01:37:25:803PM",4,30,4,4,4,"May 29 2017 01:37:25:803PM",mt_user,"May 29 2017 01:37:25:803PM",mt_user,4,4
4101,2,214,8,9,5,5,"May 29 2017 02:23:37:477PM",5,20,5,5,5,"May 29 2017 02:23:37:477PM",mt_user,"May 29 2017 02:23:37:477PM",mt_user,5,5
4102,2,474,18,7,3,4,"May 29 2017 02:30:20:833PM",3,12,3,3,2,"May 29 2017 02:30:20:833PM",mt_user,"May 29 2017 02:30:20:833PM",mt_user,3,4
4103,2,694,35,4,3,4,"May 29 2017 02:44:22:057PM",1,15,3,5,5,"May 29 2017 02:44:22:057PM",mt_user,"May 29 2017 02:44:22:057PM",mt_user,3,3
4104,2,271,10,9,5,5,"May 29 2017 02:49:38:507PM",5,35,5,5,5,"May 29 2017 02:49:38:507PM",mt_user,"May 29 2017 02:49:38:507PM",mt_user,5,5
4105,2,4414,32,3,5,5,"May 29 2017 02:53:33:530PM",5,8,4,5,4,"May 29 2017 02:53:33:530PM",mt_user,"May 29 2017 02:53:33:530PM",mt_user,5,5
4106,2,4539,168,3,4,4,"May 29 2017 02:59:30:293PM",5,10,4,5,3,"May 29 2017 02:59:30:293PM",mt_user,"May 29 2017 02:59:30:293PM",mt_user,5,5
4107,2,415,15,7,4,5,"May 29 2017 03:09:19:400PM",5,20,4,3,3,"May 29 2017 03:09:19:400PM",mt_user,"May 29 2017 03:09:19:400PM",mt_user,5,5
4108,2,2867,32,3,5,5,"May 29 2017 03:18:20:147PM",4,20,5,5,4,"May 29 2017 03:18:20:147PM",mt_user,"May 29 2017 03:18:20:147PM",mt_user,5,5
4109,2,356,7,9,5,5,"May 29 2017 03:21:08:800PM",5,24,5,5,5,"May 29 2017 03:21:08:800PM",mt_user,"May 29 2017 03:21:08:800PM",mt_user,5,5
4110,2,4252,166,3,3,5,"May 29 2017 03:24:36:190PM",2,6,1,5,1,"May 29 2017 03:24:36:190PM",mt_user,"May 29 2017 03:24:36:190PM",mt_user,5,5
4111,2,986,20,7,5,5,"May 29 2017 03:47:53:347PM",4,20,5,5,4,"May 29 2017 03:47:53:347PM",mt_user,"May 29 2017 03:47:53:347PM",mt_user,5,5
4112,2,2673,167,3,5,5,"May 29 2017 04:03:31:657PM",5,10,4,5,4,"May 29 2017 04:03:31:657PM",mt_user,"May 29 2017 04:03:31:657PM",mt_user,5,5
4113,2,1008,6,9,4,5,"May 29 2017 04:11:36:123PM",4,20,5,4,3,"May 29 2017 04:11:36:123PM",mt_user,"May 29 2017 04:11:36:123PM",mt_user,5,5
4114,2,2877,167,3,5,5,"May 29 2017 04:12:35:720PM",4,10,5,4,3,"May 29 2017 04:12:35:720PM",mt_user,"May 29 2017 04:12:35:720PM",mt_user,4,4
4115,2,4176,166,3,5,5,"May 29 2017 04:26:06:140PM",4,35,5,4,4,"May 29 2017 04:26:06:140PM",mt_user,"May 29 2017 04:26:06:140PM",mt_user,5,5
4116,2,695,35,4,3,3,"May 29 2017 05:06:47:797PM",3,10,3,3,3,"May 29 2017 05:06:47:797PM",mt_user,"May 29 2017 05:06:47:797PM",mt_user,3,3
4117,2,690,35,4,5,5,"May 29 2017 05:10:35:920PM",3,10,4,4,4,"May 29 2017 05:10:35:920PM",mt_user,"May 29 2017 05:10:35:920PM",mt_user,5,5
4118,2,4512,167,3,4,5,"May 29 2017 05:17:13:833PM",4,24,5,4,4,"May 29 2017 05:17:13:833PM",mt_user,"May 29 2017 05:17:13:833PM",mt_user,5,5
4119,2,368,12,9,5,4,"May 29 2017 05:21:37:283PM",5,15,3,5,3,"May 29 2017 05:21:37:283PM",mt_user,"May 29 2017 05:21:37:283PM",mt_user,3,5
4120,2,1021,7,9,3,2,"May 29 2017 05:50:23:697PM",3,8,3,3,2,"May 29 2017 05:50:23:697PM",mt_user,"May 29 2017 05:50:23:697PM",mt_user,2,3
4121,2,846,10,9,5,3,"May 29 2017 05:54:43:273PM",3,25,3,5,3,"May 29 2017 05:54:43:273PM",mt_user,"May 29 2017 05:54:43:273PM",mt_user,3,3
4122,2,2750,24,6,4,5,"May 29 2017 06:00:13:620PM",4,15,4,5,4,"May 29 2017 06:00:13:620PM",mt_user,"May 29 2017 06:00:13:620PM",mt_user,5,5
4123,2,417,15,7,5,5,"May 29 2017 06:19:57:820PM",5,20,5,5,3,"May 29 2017 06:19:57:820PM",mt_user,"May 29 2017 06:19:57:820PM",mt_user,4,5
4124,2,4262,32,3,3,4,"May 29 2017 06:28:21:757PM",5,25,2,5,3,"May 29 2017 06:28:21:757PM",mt_user,"May 29 2017 06:28:21:757PM",mt_user,4,5
4125,2,4309,166,3,4,5,"May 29 2017 06:38:09:833PM",3,20,4,5,3,"May 29 2017 06:38:09:833PM",mt_user,"May 29 2017 06:38:09:833PM",mt_user,4,4
4126,2,2553,168,3,5,5,"May 29 2017 06:39:57:677PM",5,15,5,5,3,"May 29 2017 06:39:57:677PM",mt_user,"May 29 2017 06:39:57:677PM",mt_user,5,5
4127,2,667,32,3,4,5,"May 29 2017 06:43:28:663PM",5,20,4,5,4,"May 29 2017 06:43:28:663PM",mt_user,"May 29 2017 06:43:28:663PM",mt_user,5,5
4128,2,429,15,7,5,5,"May 29 2017 06:43:44:327PM",5,19,5,5,5,"May 29 2017 06:43:44:327PM",mt_user,"May 29 2017 06:43:44:327PM",mt_user,5,5
4129,2,4065,166,3,4,5,"May 29 2017 06:49:05:070PM",5,40,4,2,3,"May 29 2017 06:49:05:070PM",mt_user,"May 29 2017 06:49:05:070PM",mt_user,4,5
4130,2,4513,167,3,5,5,"May 29 2017 07:07:53:373PM",5,40,5,5,5,"May 29 2017 07:07:53:373PM",mt_user,"May 29 2017 07:07:53:373PM",mt_user,5,5
4131,2,996,32,3,3,5,"May 29 2017 07:10:03:317PM",5,25,5,3,3,"May 29 2017 07:10:03:317PM",mt_user,"May 29 2017 07:10:03:317PM",mt_user,3,5
4132,2,689,35,4,4,5,"May 29 2017 07:22:46:893PM",4,10,2,3,1,"May 29 2017 07:22:46:893PM",mt_user,"May 29 2017 07:22:46:893PM",mt_user,2,5
4133,2,439,15,7,5,5,"May 29 2017 07:24:30:210PM",5,13,5,5,4,"May 29 2017 07:24:30:210PM",mt_user,"May 29 2017 07:24:30:210PM",mt_user,5,5
4134,2,980,20,7,5,5,"May 29 2017 07:26:25:657PM",5,15,4,5,3,"May 29 2017 07:26:25:657PM",mt_user,"May 29 2017 07:26:25:657PM",mt_user,5,5
4135,2,349,7,9,4,3,"May 29 2017 07:39:14:863PM",4,20,4,3,4,"May 29 2017 07:39:14:863PM",mt_user,"May 29 2017 07:39:14:863PM",mt_user,4,4
4136,2,358,7,9,4,4,"May 29 2017 07:39:46:067PM",4,20,4,4,4,"May 29 2017 07:39:46:067PM",mt_user,"May 29 2017 07:39:46:067PM",mt_user,4,4
4137,2,2878,31,5,4,5,"May 29 2017 07:48:18:097PM",5,20,5,5,4,"May 29 2017 07:48:18:097PM",mt_user,"May 29 2017 07:48:18:097PM",mt_user,3,5
4138,2,4284,32,3,4,4,"May 29 2017 07:49:31:080PM",4,20,2,4,2,"May 29 2017 07:49:31:080PM",mt_user,"May 29 2017 07:49:31:080PM",mt_user,4,4
4139,2,220,8,9,5,5,"May 29 2017 08:47:32:550PM",5,30,5,5,3,"May 29 2017 08:47:32:550PM",mt_user,"May 29 2017 08:47:32:550PM",mt_user,5,5
4140,2,355,7,9,5,5,"May 29 2017 09:00:39:857PM",5,16,5,5,4,"May 29 2017 09:00:39:857PM",mt_user,"May 29 2017 09:00:39:857PM",mt_user,5,5
4141,2,215,8,9,3,5,"May 29 2017 09:10:16:740PM",2,20,2,4,4,"May 29 2017 09:10:16:740PM",mt_user,"May 29 2017 09:10:16:740PM",mt_user,5,5
4142,2,2529,166,3,5,5,"May 29 2017 09:23:09:113PM",5,20,3,5,3,"May 29 2017 09:23:09:113PM",mt_user,"May 29 2017 09:23:09:113PM",mt_user,4,5
4143,2,1321,23,7,5,5,"May 29 2017 09:29:07:923PM",5,20,5,5,5,"May 29 2017 09:29:07:923PM",mt_user,"May 29 2017 09:29:07:923PM",mt_user,5,5
4144,2,269,10,9,5,5,"May 29 2017 09:29:57:850PM",5,40,5,5,5,"May 29 2017 09:29:57:850PM",mt_user,"May 29 2017 09:29:57:850PM",mt_user,5,5
4145,2,1033,20,7,5,5,"May 29 2017 09:38:13:090PM",5,13,4,4,5,"May 29 2017 09:38:13:090PM",mt_user,"May 29 2017 09:38:13:090PM",mt_user,5,5
4146,2,210,8,9,5,5,"May 29 2017 09:38:36:930PM",4,20,5,5,3,"May 29 2017 09:38:36:930PM",mt_user,"May 29 2017 09:38:36:930PM",mt_user,5,5
4147,2,576,23,7,3,3,"May 29 2017 09:41:32:287PM",4,20,3,5,3,"May 29 2017 09:41:32:287PM",mt_user,"May 29 2017 09:41:32:287PM",mt_user,3,4
4148,2,228,8,9,3,5,"May 29 2017 09:47:14:410PM",5,15,5,5,5,"May 29 2017 09:47:14:410PM",mt_user,"May 29 2017 09:47:14:410PM",mt_user,5,5
4149,2,413,15,7,4,5,"May 29 2017 09:56:20:283PM",3,12,5,5,5,"May 29 2017 09:56:20:283PM",mt_user,"May 29 2017 09:56:20:283PM",mt_user,5,5
4150,2,981,20,7,5,5,"May 29 2017 09:57:03:680PM",5,20,4,5,4,"May 29 2017 09:57:03:680PM",mt_user,"May 29 2017 09:57:03:680PM",mt_user,5,5
4151,2,223,8,9,4,5,"May 29 2017 10:15:25:563PM",3,30,3,5,3,"May 29 2017 10:15:25:563PM",mt_user,"May 29 2017 10:15:25:563PM",mt_user,5,5
4152,2,270,10,9,5,5,"May 29 2017 10:29:55:120PM",5,20,5,5,5,"May 29 2017 10:29:55:120PM",mt_user,"May 29 2017 10:29:55:120PM",mt_user,5,5
4153,2,360,7,9,4,4,"May 29 2017 10:43:03:247PM",5,25,3,3,3,"May 29 2017 10:43:03:247PM",mt_user,"May 29 2017 10:43:03:247PM",mt_user,5,4
4154,2,2520,166,3,5,5,"May 29 2017 10:57:30:063PM",5,25,4,5,3,"May 29 2017 10:57:30:063PM",mt_user,"May 29 2017 10:57:30:063PM",mt_user,4,5
4155,2,1022,6,9,4,4,"May 29 2017 11:14:45:533PM",3,36,2,4,4,"May 29 2017 11:14:45:533PM",mt_user,"May 29 2017 11:14:45:533PM",mt_user,4,3
4156,2,200,6,9,5,5,"May 29 2017 11:15:51:153PM",5,10,5,5,4,"May 29 2017 11:15:51:153PM",mt_user,"May 29 2017 11:15:51:153PM",mt_user,5,5
4157,2,583,23,7,3,3,"May 29 2017 11:18:06:803PM",3,20,3,3,2,"May 29 2017 11:18:06:803PM",mt_user,"May 29 2017 11:18:06:803PM",mt_user,3,3
4158,2,1348,31,5,3,3,"May 29 2017 11:44:14:250PM",3,8,3,3,3,"May 29 2017 11:44:14:250PM",mt_user,"May 29 2017 11:44:14:250PM",mt_user,3,3
4159,2,4155,167,3,4,5,"May 30 2017 12:28:42:293AM",3,10,4,5,4,"May 30 2017 12:28:42:293AM",mt_user,"May 30 2017 12:28:42:293AM",mt_user,4,5
4160,2,4413,167,3,3,3,"May 30 2017 12:42:01:260AM",3,3,3,2,3,"May 30 2017 12:42:01:260AM",mt_user,"May 30 2017 12:42:01:260AM",mt_user,3,3
4161,2,1415,16,7,4,5,"May 30 2017 01:03:28:073AM",5,10,5,4,4,"May 30 2017 01:03:28:073AM",mt_user,"May 30 2017 01:03:28:073AM",mt_user,5,5
4162,2,478,18,7,4,4,"May 30 2017 01:36:49:280AM",2,20,3,5,2,"May 30 2017 01:36:49:280AM",mt_user,"May 30 2017 01:36:49:280AM",mt_user,4,5
4163,2,505,20,7,3,4,"May 30 2017 01:45:44:240AM",4,10,4,5,2,"May 30 2017 01:45:44:240AM",mt_user,"May 30 2017 01:45:44:240AM",mt_user,3,5
4164,2,4205,32,3,5,5,"May 30 2017 01:48:34:150AM",5,10,5,5,5,"May 30 2017 01:48:34:150AM",mt_user,"May 30 2017 01:48:34:150AM",mt_user,5,5
4165,2,4236,166,3,4,4,"May 30 2017 01:49:20:643AM",3,15,4,4,4,"May 30 2017 01:49:20:643AM",mt_user,"May 30 2017 01:49:20:643AM",mt_user,4,5
4166,2,59,32,3,4,4,"May 30 2017 01:50:58:183AM",5,12,4,4,4,"May 30 2017 01:50:58:183AM",mt_user,"May 30 2017 01:50:58:183AM",mt_user,4,5
4167,2,468,18,7,4,4,"May 30 2017 01:54:42:380AM",5,13,4,5,3,"May 30 2017 01:54:42:380AM",mt_user,"May 30 2017 01:54:42:380AM",mt_user,4,5
4168,2,825,6,9,4,4,"May 30 2017 02:01:51:113AM",4,50,4,2,3,"May 30 2017 02:01:51:113AM",mt_user,"May 30 2017 02:01:51:113AM",mt_user,4,5
4169,2,985,20,7,5,4,"May 30 2017 02:03:39:880AM",4,25,4,4,4,"May 30 2017 02:03:39:880AM",mt_user,"May 30 2017 02:03:39:880AM",mt_user,3,3
4170,2,206,8,9,4,3,"May 30 2017 02:08:04:970AM",4,15,3,4,4,"May 30 2017 02:08:04:970AM",mt_user,"May 30 2017 02:08:04:970AM",mt_user,3,4
4171,2,321,13,9,3,2,"May 30 2017 02:08:57:770AM",3,35,3,2,2,"May 30 2017 02:08:57:770AM",mt_user,"May 30 2017 02:08:57:770AM",mt_user,3,3
4172,2,503,20,7,4,5,"May 30 2017 02:39:42:720AM",5,29,2,5,4,"May 30 2017 02:39:42:720AM",mt_user,"May 30 2017 02:39:42:720AM",mt_user,5,4
4173,2,1397,32,3,4,5,"May 30 2017 03:16:41:270AM",5,30,5,5,3,"May 30 2017 03:16:41:270AM",mt_user,"May 30 2017 03:16:41:270AM",mt_user,5,5
4174,2,422,15,7,3,4,"May 30 2017 03:21:54:643AM",3,-30,3,4,3,"May 30 2017 03:21:54:643AM",mt_user,"May 30 2017 03:21:54:643AM",mt_user,4,4
4175,2,225,8,9,5,5,"May 30 2017 03:53:37:043AM",5,20,5,4,3,"May 30 2017 03:53:37:043AM",mt_user,"May 30 2017 03:53:37:043AM",mt_user,5,5
4176,2,2534,166,3,5,5,"May 30 2017 03:56:11:933AM",3,30,2,3,1,"May 30 2017 03:56:11:933AM",mt_user,"May 30 2017 03:56:11:933AM",mt_user,4,5
4177,2,436,15,7,5,5,"May 30 2017 03:56:40:863AM",5,7,5,5,5,"May 30 2017 03:56:40:863AM",mt_user,"May 30 2017 03:56:40:863AM",mt_user,5,5
4178,2,4219,166,3,5,5,"May 30 2017 04:08:56:290AM",5,20,3,4,3,"May 30 2017 04:08:56:290AM",mt_user,"May 30 2017 04:08:56:290AM",mt_user,5,5
4179,2,4104,166,3,5,5,"May 30 2017 04:14:05:897AM",5,35,4,5,3,"May 30 2017 04:14:05:897AM",mt_user,"May 30 2017 04:14:05:897AM",mt_user,5,5
4180,2,1036,18,7,1,1,"May 30 2017 04:28:10:307AM",1,12,1,1,1,"May 30 2017 04:28:10:307AM",mt_user,"May 30 2017 04:28:10:307AM",mt_user,1,1
4181,2,596,24,6,5,5,"May 30 2017 04:39:36:130AM",3,15,4,5,5,"May 30 2017 04:39:36:130AM",mt_user,"May 30 2017 04:39:36:130AM",mt_user,5,5
4182,2,219,8,9,5,5,"May 30 2017 04:40:55:437AM",5,20,5,5,5,"May 30 2017 04:40:55:437AM",mt_user,"May 30 2017 04:40:55:437AM",mt_user,5,5
4183,2,692,35,4,5,5,"May 30 2017 05:14:40:683AM",5,25,5,4,5,"May 30 2017 05:14:40:683AM",mt_user,"May 30 2017 05:14:40:683AM",mt_user,5,5
4184,2,224,8,9,4,4,"May 30 2017 05:48:38:127AM",4,10,4,4,4,"May 30 2017 05:48:38:127AM",mt_user,"May 30 2017 05:48:38:127AM",mt_user,4,4
4185,2,373,8,9,5,5,"May 30 2017 09:04:45:433AM",5,15,5,5,5,"May 30 2017 09:04:45:433AM",mt_user,"May 30 2017 09:04:45:433AM",mt_user,5,5
4186,2,1388,20,7,4,5,"May 30 2017 11:33:57:970AM",5,20,4,5,4,"May 30 2017 11:33:57:970AM",mt_user,"May 30 2017 11:33:57:970AM",mt_user,5,5
4187,2,696,35,4,5,5,"May 30 2017 12:12:14:157PM",5,10,5,5,5,"May 30 2017 12:12:14:157PM",mt_user,"May 30 2017 12:12:14:157PM",mt_user,4,5
4188,2,4339,166,3,5,5,"May 30 2017 12:34:52:853PM",5,30,5,5,4,"May 30 2017 12:34:52:853PM",mt_user,"May 30 2017 12:34:52:853PM",mt_user,4,5
4189,2,4393,166,3,4,5,"May 30 2017 12:39:38:773PM",4,30,5,5,3,"May 30 2017 12:39:38:773PM",mt_user,"May 30 2017 12:39:38:773PM",mt_user,4,5
4190,2,1122,23,7,4,1,"May 30 2017 12:45:56:950PM",4,30,4,3,3,"May 30 2017 12:45:56:950PM",mt_user,"May 30 2017 12:45:56:950PM",mt_user,2,5
4191,2,2832,32,3,5,5,"May 30 2017 12:50:31:283PM",5,9,5,5,4,"May 30 2017 12:50:31:283PM",mt_user,"May 30 2017 12:50:31:283PM",mt_user,5,5
4192,2,687,35,4,5,5,"May 30 2017 12:55:57:890PM",5,15,5,5,5,"May 30 2017 12:55:57:890PM",mt_user,"May 30 2017 12:55:57:890PM",mt_user,5,5
4193,2,1006,34,4,4,4,"May 30 2017 01:00:43:163PM",4,30,4,4,2,"May 30 2017 01:00:43:163PM",mt_user,"May 30 2017 01:00:43:163PM",mt_user,4,4
4194,2,979,20,7,4,5,"May 30 2017 01:06:20:030PM",5,10,3,4,4,"May 30 2017 01:06:20:030PM",mt_user,"May 30 2017 01:06:20:030PM",mt_user,5,5
4195,2,4483,166,3,5,5,"May 30 2017 01:17:05:440PM",5,24,3,5,4,"May 30 2017 01:17:05:440PM",mt_user,"May 30 2017 01:17:05:440PM",mt_user,5,5
4196,2,4039,166,3,5,5,"May 30 2017 01:31:38:353PM",5,18,5,5,5,"May 30 2017 01:31:38:353PM",mt_user,"May 30 2017 01:31:38:353PM",mt_user,5,5
4197,2,4005,166,3,5,5,"May 30 2017 01:32:35:053PM",4,38,5,5,2,"May 30 2017 01:32:35:053PM",mt_user,"May 30 2017 01:32:35:053PM",mt_user,3,5
4198,2,4391,166,3,5,5,"May 30 2017 01:37:15:343PM",5,20,1,5,5,"May 30 2017 01:37:15:343PM",mt_user,"May 30 2017 01:37:15:343PM",mt_user,5,5
4199,2,511,20,7,5,5,"May 30 2017 01:37:34:020PM",4,12,5,5,4,"May 30 2017 01:37:34:020PM",mt_user,"May 30 2017 01:37:34:020PM",mt_user,4,5
4200,2,4316,166,3,4,5,"May 30 2017 01:39:15:800PM",3,16,5,5,1,"May 30 2017 01:39:15:800PM",mt_user,"May 30 2017 01:39:15:800PM",mt_user,5,5
4201,2,4473,166,3,3,4,"May 30 2017 01:49:01:520PM",5,30,5,3,1,"May 30 2017 01:49:01:520PM",mt_user,"May 30 2017 01:49:01:520PM",mt_user,4,4
4202,2,4409,166,3,4,5,"May 30 2017 01:53:47:767PM",5,20,5,4,4,"May 30 2017 01:53:47:767PM",mt_user,"May 30 2017 01:53:47:767PM",mt_user,3,5
4203,2,2718,166,3,5,3,"May 30 2017 01:55:21:080PM",5,30,2,5,2,"May 30 2017 01:55:21:080PM",mt_user,"May 30 2017 01:55:21:080PM",mt_user,3,5
4204,2,1394,32,3,2,4,"May 30 2017 01:57:58:010PM",5,35,5,2,2,"May 30 2017 01:57:58:010PM",mt_user,"May 30 2017 01:57:58:010PM",mt_user,2,4
4205,2,2876,32,3,4,4,"May 30 2017 02:04:57:370PM",4,15,4,5,4,"May 30 2017 02:04:57:370PM",mt_user,"May 30 2017 02:04:57:370PM",mt_user,5,5
4206,2,1012,6,9,5,4,"May 30 2017 02:11:16:370PM",5,30,5,5,5,"May 30 2017 02:11:16:370PM",mt_user,"May 30 2017 02:11:16:370PM",mt_user,5,5
4207,2,4022,32,3,2,4,"May 30 2017 02:11:18:483PM",5,12,3,4,3,"May 30 2017 02:11:18:483PM",mt_user,"May 30 2017 02:11:18:483PM",mt_user,2,5
4208,2,4392,32,3,5,4,"May 30 2017 02:19:17:390PM",5,30,4,4,3,"May 30 2017 02:19:17:390PM",mt_user,"May 30 2017 02:19:17:390PM",mt_user,3,5
4209,2,835,13,9,3,5,"May 30 2017 02:24:39:073PM",3,30,4,4,4,"May 30 2017 02:24:39:073PM",mt_user,"May 30 2017 02:24:39:073PM",mt_user,5,5
4210,2,4535,168,3,3,2,"May 30 2017 02:48:14:207PM",2,6,3,3,2,"May 30 2017 02:48:14:207PM",mt_user,"May 30 2017 02:48:14:207PM",mt_user,2,5
4211,2,1396,18,7,5,5,"May 30 2017 02:51:34:173PM",2,20,3,4,4,"May 30 2017 02:51:34:173PM",mt_user,"May 30 2017 02:51:34:173PM",mt_user,5,5
4212,2,2634,167,3,5,5,"May 30 2017 02:51:57:640PM",5,15,5,5,3,"May 30 2017 02:51:57:640PM",mt_user,"May 30 2017 02:51:57:640PM",mt_user,5,5
4213,2,173,12,9,4,4,"May 30 2017 02:54:39:423PM",4,7,5,5,4,"May 30 2017 02:54:39:423PM",mt_user,"May 30 2017 02:54:39:423PM",mt_user,4,5
4214,2,1118,10,9,4,3,"May 30 2017 03:07:22:607PM",1,20,4,3,3,"May 30 2017 03:07:22:607PM",mt_user,"May 30 2017 03:07:22:607PM",mt_user,3,3
